"gid","est","nombre","tipo_red","intercambio","rio","municipio","concejo","lugar","frecuencia","circuito","coord_x","coord_y","zona","h5000","h25000","pk","cota","observaciones","foto","piedefoto","croquis","mapa","cuenca","localizacion","acuifero","existencia","bioticos","coincidencia_ib","codigo_ib","codigo_ib_2","codigo_tipo","tipo_masa","codigo_masa","nombre_masa","latitude","longitude","geom"
119,"93313000","Urrobi en Uriz","Operativa","CHE","URROBI","ARCE","URIZ","Puente","Mensual","3","632485","4749144","V.3","116-64","116-III","15.9","614","El puente suele tener zarzas que dificultan el lanzamiento del tomamuestras. En ese caso tomar del centro del río a pie, lo mismo que en verano, que a veces presenta muy poco caudal.","Uriz.jpg","Panorámica del puente desde aguas arriba","Urrobi en Uriz.jpg","muriz.jpg","EBRO","Se encuentra en la carretera NA-172 pasado el pueblo de Uriz en dirección a Espinal",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","URROBI_010338","NA-59","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF533","Río Urrobi desde su nacimiento hasta la cola del embalse de Itoiz","42.88340648676455","-1.377664291946399","0101000020E6640000000000004A4D234100000000D61D5241"
124,"93314000","Irati en Aós","Operativa","CHE","IRATI","AÓS","AÓS","Puente carretera Lumbier","Trimestral","3","631845","4735540","V.3","142-44","142-I","46.9","462","Dejar el coche en el camino que sale a mano izquierda en la margen izquierda del río (hacia Aos)","Aos.jpg","Tomando la muestra en el puente hacia aguas arriba","Irati en Aos.jpg","maos.jpg","EBRO","Se encuentra en el puente sobre el Irati de la NA-150 en Aos",,"1999-Actualidad","RELATIVA","El punto de IB está 3 km aguas abajo. La masa de agua es distinta ya que se une el río Erro","IRATI_029650","NA-62","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF534","Río Irati desde la presa de Itoiz hasta el río Erro","42.76105681911008","-1.388682383483915","0101000020E6640000000000004A482341000000008D105241"
5,"93315000","Irati en Oroz Betelu","Operativa","CHE","IRATI","OROZ BETELU","OROZ BETELU","Aguas abajo del pueblo","Mensual","3","639570","4752885","V.3","116-56","116-IV","30.9","644","Se trata del barrio de Olaldea. Antes se tomaba en el puente de Oroz Betelu XY=638.579,4.750.679 Cota=593. La cola del embalse de Itoiz llega hasta este último.","Oroz.jpg","Puente de Olaldea desde aguas arriba","Irati en Oroz Betelu.jpg","moroz.jpg","EBRO","A la vista de la señal de central en el barrio de Olaldea bajar dejando la central hidroeléctrica a mano derecha tras dos giros se llega al puente.",,"1999-Actualidad","NO","No hay punto de índices bióticos.",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF532","Río Irati desde la central hidroeléctrica de Betolegui hasta la central hidroeléctrica de Irati y cola del embalse de Itoiz","42.91581805017517","-1.290011647440781","0101000020E664000000000000A4842341000000407D215241"
38,"93316000","Urrobi en Nagore","Histórica",,"URROBI","ARCE","NAGORE","Foz aguas abajo del pueblo",,"A","632723","4745144","V.3","116-84","116-III","25.9","565","Quedará sumergido por las aguas del embalse de Itoiz.","Nagore.jpg","Vista de aguas arriba desde la carretera","Urrobi en Nagore.jpg","mnagore.jpg","EBRO","El punto se encuentra en la antigua carretera NA-172, que quedará sumergida por las aguas del embalse de Itoiz. Se trata del puente que está aguas abajo del pueblo de Nagore.",,"1990-1990","NO","No hay punto de índices bióticos",,,"R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF86","Embalse de Itoiz","42.84735845511344","-1.375695544465616","0101000020E664000000000000264F234100000000EE195241"
20,"93317000","Salazar en Ezcaroz","Operativa","CHE","SALAZAR","EZCÁROZ","EZCÁROZ","Puente carretera","Trimestral","3","655263","4750102","V.2","117-63","117-III","20.9","733",,"Escaroz.jpg","Puente hacia las Abaurreas, mirando hacia aguas arriba","Salazar en Ezcároz.jpg","mezcaroz.jpg","EBRO","Dentro del pueblo de Ezcároz, se toma el desvío hacia Jaurrieta a mano izquierda y se trata del puente. Tiene aguas arriba un azud de considerable altura con un paso de almadías.",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","SALAZAR_052714","NA-65","R-T26","RÍOS DE MONTAÑA HÚMEDA CALCÁREA","ES091MSPF540","Río Salazar desde el río Zatoya y río Anduña hasta el barranco de La Val (incluye los barrancos de La Val, Izal, Igal, Benasa y Larraico)","42.88773758643224","-1.098612005523226","0101000020E6640000000000003EFF234100000080C51E5241"
48,"93401000","Cidacos en Pueyo","Operativa","CHE","CIDACOS","PUEYO","PUEYO","Puente antiguo","Mensual","7","611302","4713295","V.4","173-56","173-IV","16","453",,"Pueyo.jpg","Puente medieval de acceso a Pueyo desde aguas arriba","Cidacos en Pueyo.jpg","mpueyo.jpg","EBRO","De la N-121 se toma la desviación Pueyo, y luego se gira al sur y existen varios puentes, uno medieval, y otro más bajo. Se toma en el medieval.",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos.","CIDACOS_035093","NA-70","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF94","Río Zidacos desde el río Cembroain hasta su desembocadura en el río Aragón","42.56404014182597","-1.644029374445798","0101000020E664000000000000CCA72241000000C0D3FA5141"
95,"93402000","Cidacos en Traibuenas","Operativa","CHE","CIDACOS","MURILLO EL CUENDE","TRAIBUENAS","Pte. carretera Santacara","Mensual","7","612569","4691577","V.4","206-76","206-IV","40","315",,"Traibuenas.jpg","Puente de acceso a Traibuenas. A l fondo, el pueblo","Cidacos en Traibuenas.jpg","mtraibuenas.jpg","EBRO","En el puente de acceso a Traibuenas. Se ve el pueblo a lo lejos.",,"1971-Actualidad","RELATIVA","El punto de bióticos esta aguas arriba (1,5 km), junto a una balsa de riego. Entre medias se une un drenaje de riego","CIDACOS_004608","NA-74","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF94","Río Zidacos desde el río Cembroain hasta su desembocadura en el río Aragón","42.36832156607987","-1.632860113987277","0101000020E664000000000000B2B12241000000409EE55141"
96,"93403000","Cidacos en Olite","Operativa","CHE","CIDACOS","OLITE","OLITE","Estación de aforos del GN: AN-540","Mensual","7","611718","4704319","V.4","206-16","206-II","30","374","Estación de aforos del Gobierno de Navarra AN-540","Olite.jpg","Estación de aforos desde aguas arriba","Cidacos en Olite.jpg","molite.jpg","EBRO","Nada más entrar en Olite, se gira a la izquierda hacia la parte baja del Castillo. Pasado el Palacio se gira a la izquierda hacia San Martín de Unx. La estación de aforos se encuentra al lado de la depuradora.",,"1990-Actualidad","EXACTA","El punto de bióticos esta unos 300 m. aguas arriba de la estación de aforo.","CIDACOS_020118","NA-72","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF94","Río Zidacos desde el río Cembroain hasta su desembocadura en el río Aragón","42.48316644136409","-1.640716025417883","0101000020E6640000000000000CAB2241000000C00FF25141"
46,"93404000","Cidacos en Beire","Operativa","CHE","CIDACOS","BEIRE","BEIRE","Puente de carretera acceso","Mensual","7","613200","4701134","V.4","206-36","206-II","35.9","351",,"Beire.jpg","Puente medieval de acceso a Beire desde aguas arriba","Cidacos en Beire.jpg","mbeire.jpg","EBRO","Se trata del único puente de Beire sobre el Cidacos, medieval con tajamares aguas arriba.",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","CIDACOS_015508","NA-73","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF94","Río Zidacos desde el río Cembroain hasta su desembocadura en el río Aragón","42.45427561023546","-1.62331804078302","0101000020E664000000000000A0B6224100000080F3EE5141"
81,"93405000","Cidacos en Tafalla","Operativa","CHE","CIDACOS","TAFALLA","TAFALLA","Puente frente serrería","Mensual","7","609121","4709992","V.4","173-75","173-IV","23","425",,"Tafalla.jpg","Vista desde aguas arriba","Cidacos en Tafalla.jpg","mtafalla.jpg","EBRO","Justo a la entrada de Tafalla viniendo desde Pamplona, se encuentra el puente medieval en lomo de asno.",,"2001-Actualidad","EXACTA","Coincide con punto de índices bióticos.","CIDACOS_029145","NA-71","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF94","Río Zidacos desde el río Cembroain hasta su desembocadura en el río Aragón","42.53461331522589","-1.6712240663954","0101000020E664000000000000C2962241000000009AF75141"
1,"93406000","Cidacos en Barasoain","Operativa","CHE","CIDACOS","BARASOAIN","BARASOAIN","Puente aguas arriba de la EDAR","Mensual","7","610687","4717646",,,,,"498","Se incluye por poner un punto en una masa de agua sin punto de muestreo en 2011","93406000.jpg","Vista del puente","93406000c.jpg","93406000m.jpg","EBRO","Desde la N-121 junto a Barasoain se baja hacia el río por un buen camino que va hacia la E.A de la CHE y la EDAR. Aguas arriba de estas infraestructuras hay un paso del ferrocarril sobre el río y más aguas arriba otro puente donde se toma la muestra",,"2012-Actualidad","NO","No hay punto de índices bióticos",,,"R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF292","Río Zidacos desde su nacimiento hasta el río Cemborain","42.60330167892887","-1.650675139710645","0101000020E664000000000000FEA222410000008013FF5141"
135,"93901000","Onsella en Sangüesa","Operativa","CHE","ONSELLA","SANGÜESA","SANGÜESA","Puente Sangüesa-Sos del Rey Católico","Trimestral","7","641108","4713609","V.5","174-66","174-IV","34","395","También se puede tomar en el puente viejo, unos 100 m. aguas arriba. La toma es más fácil en este punto y en verano se puede acceder fácilmente al río.","Sanguesa-Onsella.jpg","Puente sobre el Onsella","Onsella en Sangüesa.jpg","monsella.jpg","EBRO","Saliendo de Sangüesa por el sur se toma la NA-127: Sangüesa-Sos del Rey Católico y al girar la carretera 90º, se llega a un puente sobre el Onsella, en el puente empieza un carril de desvío.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ONSELLA_001341","NA-82","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF291","Río Onsella desde su nacimiento hasta su desembocadura en el río Aragón","42.56199534467763","-1.280973274492549","0101000020E664000000000000A89023410000004022FB5141"
22,"94101000","Ebro en Logroño","Operativa","CHE","EBRO","LOGROÑO","LOGROÑO","Polideportivo","Trimestral","5","545151","4702181","I","204-22","204-I","212","370","Comunidad Autónoma de La Rioja","Logroño.jpg","Puente atirantado en Logroño","Ebro en Logroño.jpg","mlogroño.jpg","EBRO","Entrando a Logroño desde Viana por el norte, se llega a un puente sobre el Ebro. Dos puentes más arriba y enfrente del parque del Ebro se toma la muestra. Lo mejor es en la glorieta de entrada a Logroño tirar al polígono en vez de a Logroño y se llega fá",,"1971-Actualidad","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF866","Río Ebro desde su salida del Embalse de El Cortijo hasta el río Iregua","42.47065689872138","-2.45074885500881","0101000020E664000000000000FEA2204100000040F9EF5141"
7,"94102000","Ebro en Alcanadre","Operativa","CHE","EBRO","ALCANADRE","ALCANADRE","Presa Alcanadre","Mensual","5","571951","4696321","I","205-52","205-III","245","320","Comunidad Autónoma de La Rioja","Alcanadre-presa.jpg","Toma de la central en el Ebro","Ebro en Alcanadre.jpg","malcanadre.jpg","EBRO","A la altura del km 72 de la NA-134:Eje del Ebro, se toma un desvío que baja hasta la presa de Alcanadre.",,"1971-Actualidad","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF413","Río Ebro desde el río Linares (tramo canalizado) hasta el río Ega I","42.415862297717126","-2.125497533074221","0101000020E6640000000000005E7421410000004040EA5141"
72,"94102-CL","Ebro en Cortes (Canal de Lodosa)","Investigación",,"EBRO","CORTES","CORTES","Canal de Lodosa","Trimestral","5","619991","4649053","I","320-18","320-I","110","294","Las coordenadas de la BdD antigua marcan en Fontellas, kilómetros aguas arriba","canallodosa.jpg",,"Canal de Lodosa.jpg","canaldelodosa.jpg","EBRO","Desde la carretera N-232, de Fontellas a Cortes, se toma la desviación a Ablitas, carretera NA-5200, y a unos 1.750 metros se cruza un puente sobre el Canal de Lodosa.",,"1989-Actualidad","NO","No hay punto de índices bióticos",,,,"CANAL",,"Sin masa","41.98434704584077","-1.551513127875908","0101000020E664000000000000AEEB22410000004017BC5141"
40,"94103000","Ebro en Azagra","Operativa","CHE","EBRO","AZAGRA","AZAGRA","Después confluencia Ega","Trimestral","5","590093","4684641","I","243-27","243-II","272","290",,"Azagra.jpg","Ebro en Azagra con escollera en margen izquierda","Ebro en Azagra.jpg","mazagra.jpg","EBRO","Desde Azagra se toma un camino que conduce al oeste, al Ebro y se toma en una curva del Ebro, buscando una zona que no este remansada",,"1971-Actualidad","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF416","Río Ebro desde el río Cidacos hasta el río Aragón","42.30879631737426","-1.906857122334884","0101000020E6640000000000001A02224100000040D8DE5141"
49,"94104000","Ebro en Rincón de Soto","Histórica",,"EBRO","RINCÓN DE SOTO","RINCÓN DE SOTO","Puente carretera Rincón",,"A","595877","4678151","I","244-51","244-III","278","280",,,,"Ebro en Rincón.jpg","mrincon.jpg","EBRO","Viniendo de Navarra por la NA-115 hacia Rincon de Soto (La Rioja), se cruza el Ebro por un puente, que es donde se toma la muestra.",,"1971-2000","NO","No hay punto de índices bióticos",,,"R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF416","Río Ebro desde el río Cidacos hasta el río Aragón","42.24966754369612","-1.837765128681746","0101000020E6640000000000004A2F2241000000C081D85141"
34,"94105000","Ebro en Castejón","Operativa","CHE","EBRO","CASTEJÓN","CASTEJÓN","Estación de aforos 90002 de la CHE","Mensual","5","607815","4670638","I","244-75","244-IV","298","259","Estación de aforos 90002: Ebro en Castejón","Castejon-CHE.jpg","Estación de aforos de la CHE","Ebro en Castejón.jpg","mcastejon.jpg","EBRO","Saliendo de Castejón hacia el norte por la N-113, antes de llegar al Ebro hay que desviarse a mano derecha hacia el polígono industrial, y a continuación a mano izquierda para subir hacia el norte hasta la estación de aforos.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","EBRO_050719","NA-93","R-T17bis","GRANDES EJES EN AMBIENTE MEDITERRÁNEO CON INFLUENCIA OCEÁNICA","ES091MSPF448","Río Ebro desde el río Alhama hasta el río Queiles","42.18046307750937","-1.694479612328976","0101000020E6640000000000008E8C2241000000802BD15141"
82,"94106000","Ebro en Tudela","Operativa","CHE","EBRO","TUDELA","TUDELA","Puente carretera Arguedas","Mensual","5","615689","4658084","I","282-57","282-IV","312","250",,"Tudela-Pte Arguedas.jpg","Vista desde aguas abajo","Ebro en Tudela.jpg","mtudela.jpg","EBRO","Dentro de Tudela se toma la dirección de Arguedas, y ello nos conduce a un puente muy largo sobre el Ebro, que es donde se toma la muestra.",,"1971-Actualidad","RELATIVA","El punto de bióticos se encuentra aguas abajo (7 km), justo debajo del Bocal. Hay cambio de masa de agua ya que se incorpora el río Queiles","EBRO_021158","NA-94","R-T17bis","GRANDES EJES EN AMBIENTE MEDITERRÁNEO CON INFLUENCIA OCEÁNICA","ES091MSPF448","Río Ebro desde el río Alhama hasta el río Queiles","42.066305100470544","-1.601648991573404","0101000020E66400000000000012CA224100000000E9C45141"
64,"94106-CI","Ebro en Buñuel (Canal Imperial)","Investigación",,"EBRO","BUÑUEL","BUÑUEL","Canal Imperial","Trimestral","5","626404","4647985","I","321-22","321-I","5","245",,"canalimperial.jpg",,"Canal imperial.jpg","canalimperial.jpg","EBRO","En la carretera NA-5200: Ribaforada-Cortes, entre Ribaforada y Buñuel, después de una pronunuciada curva, se atraviesa el Canal Imperial de Aragón por el llamado Puente Colorado, que es donde se toma la muestra.",,"1989-Actualidad","NO","No hay punto de índices bióticos",,,"R-T17bis-AR","GRANDES EJES EN AMBIENTE MEDITERRÁNEO CON INFLUENCIA OCEÁNICA. CANAL ARTIFICIAL","ES091MSPF886","Canal Imperial de Aragón","41.97372855194644","-1.47435321126194","0101000020E664000000000000C81D2341000000400CBB5141"
41,"94106-CT","Ebro en Cabanillas (Canal de Tauste)","Investigación",,"EBRO","CABANILLAS","CABANILLAS","Canal de Tauste","Trimestral","5","623142","4653871","I","283-71","283-III","5","250",,"Cabanillas.jpg","Canal de Tauste entre Cabanillas y Fustiñana","Canal de Tauste.jpg","canaldetauste.jpg","EBRO","Yendo por la NA-126: Tudela-Cabanillas, justo antes de entrar en Cabanillas se toma un camino a la derecha hasta acceder al puente del Pontigo sobre el Canal de Tauste.",,"1989-Actualidad","NO","No hay punto de índices bióticos",,,,"CANAL",,"Sin masa","42.02724030296422","-1.512477257346031","0101000020E6640000000000004C042341000000C0CBC05141"
8,"94107000","Ebro en Buñuel","Operativa","CHE","EBRO","BUÑUEL","BUÑUEL","Puente carretera Tauste","Mensual","5","629967","4647541","I","321-23","321-I","335","235",,"Buñuel-Puente Tauste.jpg","Puente carretera Buñuel-Tauste","Ebro en Buñuel.jpg","mbuñuel.jpg","EBRO","Se toma en el puente que va de Buñuel a Fustiñana. Es el único puente que cruza el Ebro en kilómetros.",,"1971-Actualidad","EXACTA","Coincide con punto de índices bióticos.","EBRO_005625","NA-95","R-T17bis","GRANDES EJES EN AMBIENTE MEDITERRÁNEO CON INFLUENCIA OCEÁNICA","ES091MSPF449","Río Ebro desde el río Queiles hasta el río Huecha","41.96915161214627","-1.43146265391606","0101000020E6640000000000009E392341000000409DBA5141"
77,"94108000","Ebro en Viana","Operativa","CHE","EBRO","VIANA","VIANA","Canal central de Recajo","Mensual","5","553431","4701386","I","204-25","204-I","216.9","353",,"Viana-Recajo.jpg","Puente en la toma del Ebro","Ebro en Viana.jpg","mviana.jpg","EBRO","En el cruce de la carretera NA 6320: Viana-Recajo con la NA134:Logroño-Mendavia, arranca un camino a la central de Eléctra de Cárcar, se atraviesa dos puentes sobre dos canales y después se sigue por un camino paralelo al canal hasta una última pasarela",,"1999-Actualidad","RELATIVA","El punto de bióticos esta aguas abajo de una presa a la que se accede desde el cuartel militar de Recajo.","EBRO_145627","NA-89","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF411","Río Ebro desde el río Iregua hasta el río Leza","42.46297073472168","-2.350104501505467","0101000020E664000000000000AEE320410000008032EF5141"
88,"94109000","Ebro en San Adrián","Operativa","CHE","EBRO","SAN ADRIÁN","SAN ADRIÁN","Puente carretera Calahorra","Mensual","5","587516","4686892","I","243-16","243-II","270.9","295",,"San Adrian-puente.jpg","Vista desde el puente antiguo hacia el moderno","Ebro en San Adrián.jpg","msanadrianpuente.jpg","EBRO","Saliendo de San Adrián hacia Calahorra, se atraviesa el Ebro por dos puentes paralelos. Se toma la muestra en el más antiguo, es decir, el de aguas arriba.",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","EBRO_091019","NA-91","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF413","Río Ebro desde el río Linares (tramo canalizado) hasta el río Ega I","42.329359487590075","-1.937778958563387","0101000020E664000000000000F8ED2141000000000BE15141"
29,"94110000","Ebro en Milagro","Operativa","CHE","EBRO","MILAGRO","MILAGRO","Antes desembocadura del Aragón","Mensual","5","601629","4675531","I","244-63","244-III","280.9","269","Hay que procurar no tomar agua remansada","Milagro antes.jpg","Toma en la ribera del Ebro, margen izquierda","Ebro en Milagro.jpg","mebromilagro.jpg","EBRO","Desde el pueblo de Milagro, se toma un camino que conduce hacia el sur hasta el Ebro, y se toma en el río.",,"1999-Actualidad","EXACTA","Coincide con punto de índices bióticos.","EBRO_061195","NA-92","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF416","Río Ebro desde el río Cidacos hasta el río Aragón","42.225348841062036","-1.768512564374461","0101000020E6640000000000003A5C2241000000C0F2D55141"
21,"94120000","Ebro en Sartaguda","Operativa","CHE","EBRO","SARTAGUDA","SARTAGUDA","Puente carretera","Trimestral","5","577240","4692263","I","205-64","205-III","255","310","Procurar tomar simpre en el cauce del Ebro y no el canal de la central de EHN","Sartaguda-puente.jpg","Vista hacia aguas arriba","Ebro en Sartaguda.jpg","msartaguda.jpg","EBRO","Saliendo de Sartaguda por el sur hacia la NA-123, se atraviesa el canal de la central y luego el Ebro mediante un puente. Se toma en este último.",,"2001-Actualidad","EXACTA","Coincide con punto de índices bióticos.","EBRO_109242","NA-90","R-T15","EJES MEDITERRÁNEO-CONTINENTALES POCO MINERALIZADOS","ES091MSPF413","Río Ebro desde el río Linares (tramo canalizado) hasta el río Ega I","42.37881231594369","-2.061766929983961","0101000020E664000000000000B09D2141000000C049E65141"
134,"95101000","Linares en Mendavia","Operativa","CHE","LINARES","MENDAVIA","MENDAVIA","Puente sobre el río en Mendavia.","Mensual","5","565945","4699471",,,,,,"Se comienza a tomar en 2006 para tener datos de la cuenca del río Mayor.","Mayor.jpg","Vista hacia aguas arriba del puente.",,"mmendavia.jpg","EBRO","En el interior del pueblo de Mendavia se encuentra un puente sobre el río Linares Mayor.",,"2006-Actualidad","EXACTA","Coincide con punto de índices bióticos.","MAYOR_004033","NA-45","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF91","Río Linares desde la población de Torres del Río hasta su desembocadura en el río Ebro","42.444761981796226","-2.198126531716452","0101000020E66400000000000072452141000000C053ED5141"
93,"95102000","Odrón en Mues","Investigación",,"ODRÓN","MUES","MUES","E.A. Odrón en Mues","Trimestral","5","564395","4715511",,,,,"476","Se incluye por poner un punto en una masa de agua sin punto de muestreo en 2011","95102000f.jpg","Vista del aforo","95102000c.jpg","95102000m.jpg","EBRO","Se toma la muestra en la estación de aforo del Gobierno de Navarra en el río Odrón en Mues",,"2012-Actualidad","NO","No hay punto de índices bióticos",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF91","Río Linares desde la población de Torres del Río hasta su desembocadura en el río Ebro","42.58933260688841","-2.21516688850685","0101000020E66400000000000056392141000000C0FDFC5141"
94,"95103000","Linares en Torres del Río","Investigación",,"LINARES","TORRES DEL RÍO","TORRES DEL RÍO","E.A. Linares en Torres del Río","Trimestral","5","560512","4708784",,,,,"419","Se incluye por poner un punto en una masa de agua sin punto de muestreo en 2011","95103000f.jpg","Vista del aforo","95103000c.jpg","95103000m.jpg","EBRO","Se toma la muestra en la estación de aforo del Gobierno de Navarra en el río Linares en Torres del Río",,"2012-Actualidad","NO","No hay punto de índices bióticos",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF91","Río Linares desde la población de Torres del Río hasta su desembocadura en el río Ebro","42.529070088764215","-2.263201241078706","0101000020E664000000000000001B2141000000006CF65141"
91,"96101000","Leza en Agoncillo","Histórica",,"LEZA","AGONCILLO","AGONCILLO","Puente de la carretera nacional",,"A","556641","4699515","I","204-36","204-II","14","352","Comunidad Autónoma de La Rioja",,,"Leza en Agoncillo.jpg","magoncillo.jpg","EBRO","En la carretera N-232 entre Logroño y Calahorra, a la altura del km 396, antes de llegar a Agoncillo viniendo desde Logroño, se atraviesa el río Leza mediante un puente, que es donde se toma la muestra.",,"1975-1999","NO","No hay punto de índices bióticos",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF90","Río Leza desde el río Jubera hasta su desembocadura en el río Ebro","42.44589379866133","-2.31124773490077","0101000020E664000000000000C2FC2041000000C05EED5141"
104,"97101000","Cidacos en Calahorra","Histórica",,"CIDACOS II","CALAHORRA","CALAHORRA","Puente de carretera nacional 232",,"A","584587","4683281","I","243-26","243-II","25","325",,,,"Cidacos en Calahorra.jpg","mcalahorra.jpg","EBRO","En el tramo de la N-232, que constituye una variante de Calahorra, atraviesa el Cidacos por un puente que tiene otro en paralelo de la A-68 sobre el Cidacos. Se toma la muestra en el primero de ellos.",,"1975-1999","NO","No hay punto de índices bióticos",,,"R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF288","Río Cidacos desde el río Manzanares y el inicio de la canalización de Arnedillo hasta su desembocadura en el río Ebro","42.297167215535126","-1.973852309627148","0101000020E66400000000000016D721410000004084DD5141"
107,"98101000","Alhama en Fitero","Operativa","CHE","ALHAMA","FITERO","FITERO","Puente carretera Valverde","Mensual","5","594113","4656517","VI","281-68","281-IV","17","418","En verano suele bajar poco caudal y es recomendable acceder al cauce y tomar la muestra en el centro del río.","Fitero-Puente.jpg","Vista desde el puente","Alhama en Fitero.jpg","mfitero.jpg","EBRO","Saliendo de Fitero hacia Baños de Fitero a mano izquierda se toma la dirección Cascante y Valverde y se llega al puente sobre el Alhama.",,"1975-Actualidad","EXACTA","Coincide con punto de índices bióticos.","ALHAMA_030253","NA-86","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF299","Río Alhama desde el río Añamaza hasta el cruce con el Canal de Lodosa","42.05507574688498","-1.862637932720964","0101000020E664000000000000822122410000004061C35141"
99,"98102000","Alhama en Alfaro","Operativa","CHE","ALHAMA","ALFARO","ALFARO","Puente carretera Alfaro-Rincón de Soto","Mensual","5","602476","4670520","VI","244-83","244-III","25","290",,"Alfaro.jpg","Puente sacado desde el Ninfeo romano (s.I)","Alhama en Alfaro.jpg","malfaro.jpg","EBRO","Saliendo de Alfaro hacia Rincón de Soto, dejamos a mano derecha la plaza de toros y antes de coger la variante de la población un puente cruza el Alhama.",,"1975-Actualidad","NO","No hay punto de índices bióticos",,,"R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF97","Río Alhama desde el cruce con el Canal de Lodosa hasta su desembocadura en el río Ebro","42.18011800188273","-1.759134705625726","0101000020E664000000000000D8622241000000000ED15141"
105,"98103000","Alhama en Baños de Fitero","Histórica",,"ALHAMA","FITERO","BAÑOS DE FITERO","Puente pista",,"A","590938","4656644","VI","281-58","281-IV","13","444","Antiguamente, se tomaba en La Rioja, dentro de Baños de Fitero se bajaba a un vado en el río en las proximidades de un azud. Se elimina en Febrero 2005 ya que se había creado para coincidir con indices bióticos que ya no se hacen en este punto.","Fitero-Balneario.jpg","Lugar de toma, con Baños de Fitero al fondo a la drcha","Alhama en Fitero(Balneario).jpg","mbañosdefitero.jpg","EBRO","En la carretera NA-161 de Fitero a Baños de Fitero, antes de llegar a esta última población se baja al río por un camino que termina en un vado.",,"2001-2004","RELATIVA","El punto de IB está 0,5 km aguas arriba","ALHAMA_034177","NA-85","R-T12","RÍOS DE MONTAÑA MEDITERRÁNEA CALCÁREA","ES091MSPF297","Río Alhama desde el río Linares hasta el río Añamaza","42.05659317330447","-1.900981360404707","0101000020E664000000000000B40822410000000081C35141"
98,"99101000","Queiles en Tudela","Operativa","CHE","QUEILES","TUDELA","TUDELA","Carretera N-232:Alfaro-Zaragoza","Mensual","5","613747","4656703","VII","282-66","282-IV","15","275",,"Queiles.jpg",,"Queiles en Tudela.jpg","mqueiles.jpg","EBRO","Cogemos la variante de la N-232 de Tudela y cuando pasamos el paso superior de la NA-160 sobre la variante, inmediatamente aparece el puente sobre el río Queiles.",,"1975-Actualidad","RELATIVA","El punto de IB está 4 km agus arriba","QUEILES_008515","NA-88","R-T09","RÍOS MINERALIZADOS DE BAJA MONTAÑA MEDITERRÁNEA","ES091MSPF98","Río Queiles desde la población de Novallas hasta su desembocadura en el río Ebro","42.05415418740571","-1.62538391862655","0101000020E664000000000000E6BA2241000000C08FC35141"
